subject,method,lam_p,sigma_min,sigma_max,PSNR,HFEN,SSIM
10,ISRSL0_BM3D,0.077,0.3,5.0,31.968847466065817,0.21931488695224652,0.8197698043702282
10,SL0,0.077,0.3,5.0,29.967219334942268,0.2437819753797381,0.7464796119933238
10,Zero-filled,,,,29.909684964245272,0.2438548779539295,0.7448799391835875
11,ISRSL0_wiener,0.077,0.3,5.0,37.58846458592125,0.12970532206381188,0.9237416257936528
11,ISRSL0_BM3D,0.077,0.3,5.0,36.53378547194398,0.11691789643039313,0.9291539596001367
11,SL0,0.077,0.3,5.0,34.26887990215535,0.13100165346052697,0.8681605937202346
11,Zero-filled,,,,34.14569282590318,0.13104502862599984,0.867707675186335
12,ISRSL0_wiener,0.077,0.3,5.0,24.584401387113463,0.3964954281982258,0.7455454230491968
12,ISRSL0_BM3D,0.077,0.3,5.0,24.17353242185408,0.39081497565079965,0.7125655611461786
12,SL0,0.077,0.3,5.0,24.029949869658243,0.38701448370255775,0.6839782423229945
12,Zero-filled,,,,22.37253160945803,0.38778903176688817,0.6745292569531385
13,ISRSL0_wiener,0.077,0.3,5.0,34.533180469417,0.2123552137566779,0.8995338852720139
13,ISRSL0_BM3D,0.077,0.3,5.0,32.224383286347845,0.1936412264689507,0.8617917692819604
13,SL0,0.077,0.3,5.0,27.70560150152145,0.21743647322339887,0.7707071121031078
13,Zero-filled,,,,27.161429342332134,0.21757136435185745,0.7673957716488865
14,ISRSL0_wiener,0.077,0.3,5.0,31.34580966207491,0.30754251278915606,0.8289415490674669
14,ISRSL0_BM3D,0.077,0.3,5.0,29.98949907565028,0.2863529936953106,0.7779129097333011
14,SL0,0.077,0.3,5.0,28.897746351688824,0.3031192242307331,0.7082489310211894
14,Zero-filled,,,,28.61249043048097,0.3031918083028172,0.7062217759983631
15,ISRSL0_wiener,0.077,0.3,5.0,25.941198461214046,0.2493536947538262,0.8395764778197754
15,ISRSL0_BM3D,0.077,0.3,5.0,28.123330585161973,0.22954023270837845,0.8413954116341893
15,SL0,0.077,0.3,5.0,21.611747659013304,0.2438652936799562,0.7136065117720705
15,Zero-filled,,,,20.799036548895764,0.2447630327177068,0.7002606805750389
16,ISRSL0_wiener,0.077,0.3,5.0,29.90426348889432,0.2739117172139151,0.8436977925999369
16,ISRSL0_BM3D,0.077,0.3,5.0,27.04744063580285,0.25266739876457955,0.782974941183568
16,SL0,0.077,0.3,5.0,26.28499774665326,0.27738152400635985,0.7042269565752162
16,Zero-filled,,,,25.88480054591848,0.27750754016641166,0.7018615326942386
17,ISRSL0_wiener,0.077,0.3,5.0,32.69492762711087,0.24776343710604273,0.849760775246366
17,ISRSL0_BM3D,0.077,0.3,5.0,31.947404450051767,0.2257297844058607,0.8347197796267803
17,SL0,0.077,0.3,5.0,30.310511902092287,0.2486682741335005,0.7704167913049604
17,Zero-filled,,,,30.188919490227487,0.2486973755935743,0.7696996714503336
18,ISRSL0_wiener,0.077,0.3,5.0,32.32055493397708,0.3107207669721627,0.8091850940030245
18,ISRSL0_BM3D,0.077,0.3,5.0,30.625055265319467,0.294911001155432,0.7845957847143146
18,SL0,0.077,0.3,5.0,28.830209414545372,0.3091081721407597,0.7162729590228238
18,Zero-filled,,,,27.7565070706142,0.3093536232527595,0.7121699437195659
19,ISRSL0_wiener,0.077,0.3,5.0,28.763604217489856,0.3384641526271795,0.7867520190221967
19,ISRSL0_BM3D,0.077,0.3,5.0,27.762324167567776,0.327615866657051,0.7595725993129708
19,SL0,0.077,0.3,5.0,22.252015457531876,0.3347672573761507,0.6821949289047697
19,Zero-filled,,,,21.023501673400588,0.3358156774492824,0.668855180580617
20,ISRSL0_wiener,0.077,0.3,5.0,32.504084483519875,0.2795813737588678,0.8525311106698908
20,ISRSL0_BM3D,0.077,0.3,5.0,30.72695821693129,0.2707676968913075,0.8238500949717823
20,SL0,0.077,0.3,5.0,27.680628050227668,0.2846443509736897,0.7474584652029755
20,Zero-filled,,,,26.603690232997312,0.28487336076660447,0.741988993732552
21,ISRSL0_wiener,0.077,0.3,5.0,34.44036674390209,0.242560287828189,0.8688164362287994
21,ISRSL0_BM3D,0.077,0.3,5.0,31.598865860061267,0.22691592029063082,0.8672249306691576
21,SL0,0.077,0.3,5.0,30.29220870308873,0.23265498388374767,0.8076833391556202
21,Zero-filled,,,,29.245458339456725,0.23278605359517487,0.804900286264625
22,ISRSL0_wiener,0.077,0.3,5.0,30.31539641984078,0.32402553313749594,0.8226633010771223
22,ISRSL0_BM3D,0.077,0.3,5.0,28.95151387387437,0.30599788904147474,0.7768624570442307
22,SL0,0.077,0.3,5.0,27.30666005562865,0.33410414389050125,0.7048787262467021
22,Zero-filled,,,,26.866565100347728,0.33420238468302743,0.7024721282377853
23,ISRSL0_wiener,0.077,0.3,5.0,31.822215377506634,0.32254106455650555,0.8010878360835547
23,ISRSL0_BM3D,0.077,0.3,5.0,32.39749151203664,0.31182715298437946,0.7708722742866364
23,SL0,0.077,0.3,5.0,28.61201921507057,0.3232403546616445,0.7018266464087667
23,Zero-filled,,,,27.358547561208773,0.3235212937036151,0.6956076524736468
24,ISRSL0_wiener,0.077,0.3,5.0,30.17140182168232,0.29226761225173936,0.8263894715187983
24,ISRSL0_BM3D,0.077,0.3,5.0,29.281107683604397,0.2779393995241445,0.8088200185484341
24,SL0,0.077,0.3,5.0,24.277759818266404,0.28652672340989044,0.7204666928772199
24,Zero-filled,,,,23.090324817171044,0.28715668443456177,0.709754540421254
25,ISRSL0_wiener,0.077,0.3,5.0,32.821563039902586,0.28601350336311276,0.8335655098382283
25,ISRSL0_BM3D,0.077,0.3,5.0,32.12883109755279,0.27031545783127336,0.8112574494106569
25,SL0,0.077,0.3,5.0,30.251101523591018,0.28162112477983553,0.7542909863361424
25,Zero-filled,,,,30.024505456560952,0.2816738293727134,0.7531684915371968
26,ISRSL0_wiener,0.077,0.3,5.0,34.64963600216401,0.22480705757747213,0.8867617050060217
26,ISRSL0_BM3D,0.077,0.3,5.0,34.2030494038995,0.2014592559211642,0.8859967233647565
26,SL0,0.077,0.3,5.0,29.717326577288418,0.21893352526472992,0.8093960209710761
26,Zero-filled,,,,29.140214781797624,0.21905224755966177,0.8076797631269952
27,ISRSL0_wiener,0.077,0.3,5.0,29.397820120107326,0.34747395839671424,0.7843023703679284
27,ISRSL0_BM3D,0.077,0.3,5.0,29.13766230838953,0.33544271993352337,0.7721574231017804
27,SL0,0.077,0.3,5.0,27.568714822778382,0.33413563819757724,0.73048400201274
27,Zero-filled,,,,26.423120184223173,0.33438555132966974,0.7260437599013716
28,ISRSL0_wiener,0.077,0.3,5.0,29.643256155427938,0.24857798699334133,0.8675205694481871
28,ISRSL0_BM3D,0.077,0.3,5.0,30.122145137941075,0.23381784092808797,0.8646809103182428
28,SL0,0.077,0.3,5.0,27.38489346640547,0.25038893697352604,0.7850074615452326
28,Zero-filled,,,,25.980644405363375,0.25070900063635754,0.7790026895953306
29,ISRSL0_wiener,0.077,0.3,5.0,35.29303105633581,0.17622952631878225,0.9037439214064565
29,ISRSL0_BM3D,0.077,0.3,5.0,31.860511561124156,0.15792853198567125,0.8990384634922151
29,SL0,0.077,0.3,5.0,31.089129742333874,0.17848767398640064,0.8243829166051101
29,Zero-filled,,,,30.89383330483754,0.17855866122233838,0.8236259569256222
30,ISRSL0_wiener,0.077,0.3,5.0,35.56640111902358,0.23265909639958196,0.8911820370311889
30,ISRSL0_BM3D,0.077,0.3,5.0,35.10834495323848,0.21592024255973494,0.8749439413664071
30,SL0,0.077,0.3,5.0,31.368039234758626,0.24131003105468643,0.7702584194074547
30,Zero-filled,,,,30.793560507054814,0.24139547806167244,0.7663618279770306
31,ISRSL0_wiener,0.077,0.3,5.0,33.21901179502591,0.27169254605424287,0.8648271640264523
31,ISRSL0_BM3D,0.077,0.3,5.0,31.96045570699554,0.2553125161910149,0.8378299650657466
31,SL0,0.077,0.3,5.0,30.10475598821083,0.28022626017799307,0.7653319019704765
31,Zero-filled,,,,29.959324989968252,0.2803249363304069,0.7643503958742165
32,ISRSL0_wiener,0.077,0.3,5.0,37.67286566892829,0.1698727936721679,0.9285436293999532
32,ISRSL0_BM3D,0.077,0.3,5.0,36.99359417030694,0.15600519439650248,0.917597204314002
32,SL0,0.077,0.3,5.0,33.555448107985804,0.1718319078510525,0.8319628672244529
32,Zero-filled,,,,33.34092614756849,0.1718614148800853,0.8295651576026729
33,ISRSL0_wiener,0.077,0.3,5.0,34.172177984853874,0.29870177521117036,0.8169498709085409
33,ISRSL0_BM3D,0.077,0.3,5.0,31.030534561569468,0.2893633958874165,0.782156142135961
33,SL0,0.077,0.3,5.0,27.94000417412907,0.29501593066266535,0.7128069635201343
33,Zero-filled,,,,26.653646541308827,0.29534001780998326,0.7049060788057148
34,ISRSL0_wiener,0.077,0.3,5.0,33.575586683959365,0.26120341627997423,0.8636729393481801
34,ISRSL0_BM3D,0.077,0.3,5.0,30.36609025530946,0.24647285121563217,0.8036640920790311
34,SL0,0.077,0.3,5.0,29.172010330986865,0.2712766417521442,0.7287169416798838
34,Zero-filled,,,,28.78564040333227,0.2714241886182371,0.7263983813771726
35,ISRSL0_wiener,0.077,0.3,5.0,32.933319989487174,0.19732307047671505,0.9022325810879787
35,ISRSL0_BM3D,0.077,0.3,5.0,32.369050654297965,0.17691495837078214,0.889363269738835
35,SL0,0.077,0.3,5.0,29.294489123208653,0.20006398646099752,0.8058228459018957
35,Zero-filled,,,,28.742156957726216,0.2001676420752142,0.8040228484534889
36,ISRSL0_wiener,0.077,0.3,5.0,33.74778343340394,0.17509283987020513,0.9053543180457407
36,ISRSL0_BM3D,0.077,0.3,5.0,33.87868032230553,0.1568097944069977,0.8992763852117656
36,SL0,0.077,0.3,5.0,28.71749330750847,0.17697013135332781,0.8257646112139787
36,Zero-filled,,,,28.263492801424157,0.17711760782746475,0.8242073158214742
37,ISRSL0_wiener,0.077,0.3,5.0,34.919997001454725,0.21983504308157487,0.8837775933748877
37,ISRSL0_BM3D,0.077,0.3,5.0,32.11038977011315,0.2065468784941976,0.8755650844541207
37,SL0,0.077,0.3,5.0,21.42274547579565,0.22487987247357158,0.6927596804355552
37,Zero-filled,,,,20.75906573756381,0.22588065989731076,0.6794410485762966
38,ISRSL0_wiener,0.077,0.3,5.0,30.783193395069667,0.22936254452777938,0.8734302969498297
38,ISRSL0_BM3D,0.077,0.3,5.0,30.215580173244525,0.21245222386492063,0.8360128049593549
38,SL0,0.077,0.3,5.0,28.14137667892167,0.23357745791154674,0.7600495523501977
38,Zero-filled,,,,27.64313012437541,0.23374648392235037,0.7580377431539681
39,ISRSL0_wiener,0.077,0.3,5.0,26.98791172752064,0.20679955971674105,0.8645911773081788
39,ISRSL0_BM3D,0.077,0.3,5.0,28.94215735742408,0.18884372464045346,0.8800658216474391
39,SL0,0.077,0.3,5.0,25.114954950456195,0.20039191274907125,0.7839999491597439
39,Zero-filled,,,,24.395719071470793,0.20083210730434672,0.775202372837448
40,ISRSL0_wiener,0.077,0.3,5.0,33.77248812719578,0.23895055042404456,0.8737533488337157
40,ISRSL0_BM3D,0.077,0.3,5.0,32.33341363764453,0.21691338883300376,0.8395096085955027
40,SL0,0.077,0.3,5.0,30.163161325818034,0.24741582439220078,0.7644343483270707
40,Zero-filled,,,,30.245298745035647,0.247494287535458,0.7634797604972848
41,ISRSL0_wiener,0.077,0.3,5.0,30.97491306618135,0.32306510789794235,0.830487009497701
41,ISRSL0_BM3D,0.077,0.3,5.0,29.71081606857332,0.3065421410636391,0.797074557684132
41,SL0,0.077,0.3,5.0,27.24182585238058,0.32775627076798913,0.7211714178661667
41,Zero-filled,,,,26.60625446609522,0.32789736511574985,0.7187351421229236
42,ISRSL0_wiener,0.077,0.3,5.0,31.876628406686457,0.2383240910942837,0.8550300489983349
42,ISRSL0_BM3D,0.077,0.3,5.0,28.452115593602286,0.2169448362661438,0.8159202854834025
42,SL0,0.077,0.3,5.0,28.439251458010308,0.24109614401327698,0.7499693745761782
42,Zero-filled,,,,28.19834166859522,0.24117353654927406,0.7489728613880531
43,ISRSL0_wiener,0.077,0.3,5.0,28.464783309924094,0.3385618425523557,0.8246850168076495
43,ISRSL0_BM3D,0.077,0.3,5.0,27.38458761910048,0.32155421815851826,0.7573155763406275
43,SL0,0.077,0.3,5.0,25.79671184830552,0.3460248795829121,0.6916682915992491
43,Zero-filled,,,,25.124876427155286,0.3462161230625522,0.688211742781498
44,ISRSL0_wiener,0.077,0.3,5.0,31.55146956393963,0.21347974279243107,0.8739000907274908
44,ISRSL0_BM3D,0.077,0.3,5.0,28.60449677494453,0.19581714881842638,0.8386815355361402
44,SL0,0.077,0.3,5.0,28.44783314213941,0.2204206599610298,0.7736619652961239
44,Zero-filled,,,,28.192914511786782,0.2205371092453824,0.7727015968592834
45,ISRSL0_wiener,0.077,0.3,5.0,32.594230980231,0.2760179923378801,0.8431246142777356
45,ISRSL0_BM3D,0.077,0.3,5.0,32.045783480801006,0.26257838159310903,0.8077588525848188
45,SL0,0.077,0.3,5.0,29.98729196945748,0.27624206221066666,0.7382267180433879
45,Zero-filled,,,,29.13032966862851,0.27637344166337435,0.7339686527891816
46,ISRSL0_wiener,0.077,0.3,5.0,32.931082137074895,0.25628946424652466,0.8811553392253633
46,ISRSL0_BM3D,0.077,0.3,5.0,32.04476922532567,0.23453284493550502,0.8517689281027978
46,SL0,0.077,0.3,5.0,29.790165777248205,0.2626297871862799,0.7538145089838186
46,Zero-filled,,,,29.55704636067425,0.2626867648935064,0.7522866945069725
47,ISRSL0_wiener,0.077,0.3,5.0,27.154654516136038,0.32344478879020067,0.7841586164925392
47,ISRSL0_BM3D,0.077,0.3,5.0,23.084703030047056,0.3130662498274566,0.7385589040022641
47,SL0,0.077,0.3,5.0,19.837087405616632,0.31064423097824584,0.6663195691282721
47,Zero-filled,,,,18.650513145229066,0.3121819489487043,0.6488853267851357
48,ISRSL0_wiener,0.077,0.3,5.0,32.30213110877615,0.14454190922531024,0.9149838022935375
48,ISRSL0_BM3D,0.077,0.3,5.0,30.089080753833365,0.12788306545187522,0.8803751696755957
48,SL0,0.077,0.3,5.0,29.37069224922764,0.1450474715047345,0.8130858405864961
48,Zero-filled,,,,29.08745058980967,0.14521850750456242,0.8113634929873419
49,ISRSL0_wiener,0.077,0.3,5.0,33.285867004551896,0.2628075432180403,0.8551681414534666
49,ISRSL0_BM3D,0.077,0.3,5.0,30.949675406034704,0.24477691339270816,0.8301554572284804
49,SL0,0.077,0.3,5.0,30.2118576874385,0.2658998187196558,0.744421869859158
49,Zero-filled,,,,29.53876849908914,0.26604366953970005,0.7407350629130108
50,ISRSL0_wiener,0.077,0.3,5.0,30.33427400909112,0.2601312170822704,0.8487914493845464
50,ISRSL0_BM3D,0.077,0.3,5.0,30.405292887760382,0.23336428419226854,0.836148702271564
50,SL0,0.077,0.3,5.0,29.086708321828503,0.2574728743707651,0.7597776567931677
50,Zero-filled,,,,28.73460860483076,0.2576183944235308,0.7581749076176424
51,ISRSL0_wiener,0.077,0.3,5.0,34.134388471418696,0.23204057445665527,0.8787539113129424
51,ISRSL0_BM3D,0.077,0.3,5.0,33.01693042860687,0.21721827976909663,0.864920863731284
51,SL0,0.077,0.3,5.0,24.793452801125603,0.23394549321768343,0.7456417046671874
51,Zero-filled,,,,23.831186847141264,0.2344303734545571,0.7362335315881856
52,ISRSL0_wiener,0.077,0.3,5.0,33.61186882812325,0.2763634761650668,0.8625839142704252
52,ISRSL0_BM3D,0.077,0.3,5.0,32.934612949625304,0.25770479003731683,0.8322345405687385
52,SL0,0.077,0.3,5.0,29.208510111126806,0.2809567662372456,0.7349431466508655
52,Zero-filled,,,,28.595552518465134,0.281049760749343,0.7322525280822823
53,ISRSL0_wiener,0.077,0.3,5.0,34.339938955427414,0.2949992705929467,0.8254214032387801
53,ISRSL0_BM3D,0.077,0.3,5.0,34.14843526560891,0.2833301846728407,0.8182313003957316
53,SL0,0.077,0.3,5.0,31.635200193874212,0.2908835193239969,0.752808488636814
53,Zero-filled,,,,30.961978191105786,0.2909654409205258,0.7495704060965902
54,ISRSL0_wiener,0.077,0.3,5.0,36.94796342045207,0.18796798819476757,0.9101022705557876
54,ISRSL0_BM3D,0.077,0.3,5.0,37.093740901965894,0.17343189231586023,0.9102645478348595
54,SL0,0.077,0.3,5.0,33.06216005636153,0.19526135294182528,0.812026059405284
54,Zero-filled,,,,32.928241182483376,0.19528599421122628,0.8099588740377657
55,ISRSL0_wiener,0.077,0.3,5.0,23.82882382480711,0.3047768255534615,0.8082590532831354
55,ISRSL0_BM3D,0.077,0.3,5.0,21.93723082707836,0.29149440281861344,0.7492945587616324
55,SL0,0.077,0.3,5.0,20.70640791317019,0.30637745875109657,0.6733250278683106
55,Zero-filled,,,,19.690191143501004,0.3073039299444572,0.6617831624019769
56,ISRSL0_wiener,0.077,0.3,5.0,28.330399002257806,0.41191501485140347,0.7284551173328067
56,ISRSL0_BM3D,0.077,0.3,5.0,26.13491181754679,0.40452163508651595,0.6822257060851397
56,SL0,0.077,0.3,5.0,25.122291452097542,0.40429584262745194,0.6537242741730472
56,Zero-filled,,,,24.348941292751213,0.4044631472529762,0.6511044163474351
57,ISRSL0_wiener,0.077,0.3,5.0,33.9905126099769,0.245739907052665,0.8717593504104055
57,ISRSL0_BM3D,0.077,0.3,5.0,33.615231539322274,0.22526695854597895,0.853445136743427
57,SL0,0.077,0.3,5.0,30.653158482369548,0.25164406987304977,0.7663400081292625
57,Zero-filled,,,,30.34818678665861,0.25170945171206777,0.7646908159552992
58,ISRSL0_wiener,0.077,0.3,5.0,34.38702630587601,0.2788178847026219,0.8385010988206308
58,ISRSL0_BM3D,0.077,0.3,5.0,33.7365538122287,0.2653571426677242,0.8234562687729972
58,SL0,0.077,0.3,5.0,29.404149523821708,0.28022839676428407,0.7418136242088512
58,Zero-filled,,,,28.366461956832097,0.2804450572286858,0.7364162365592197
59,ISRSL0_wiener,0.077,0.3,5.0,30.373524450076893,0.3072496900302629,0.8465539951465759
59,ISRSL0_BM3D,0.077,0.3,5.0,30.04102901183227,0.28585374770330974,0.8182535180843139
59,SL0,0.077,0.3,5.0,28.011381058169327,0.3031037258089747,0.7345804677233215
59,Zero-filled,,,,27.488452419173832,0.3031888454393348,0.7327532791598284
60,ISRSL0_wiener,0.077,0.3,5.0,30.1367126584308,0.3621642748627618,0.7762569769056501
60,ISRSL0_BM3D,0.077,0.3,5.0,28.55961039318787,0.3517473543415103,0.7420109386765409
60,SL0,0.077,0.3,5.0,28.55508023574677,0.36033088666110197,0.693229315137151
60,Zero-filled,,,,27.188853413668376,0.360606012136727,0.687357447668694
61,ISRSL0_wiener,0.077,0.3,5.0,29.292758917002498,0.32136997370004344,0.8048294871590053
61,ISRSL0_BM3D,0.077,0.3,5.0,26.041601921688038,0.3029869325549134,0.7407349552441901
61,SL0,0.077,0.3,5.0,25.48856784685242,0.32171519519021946,0.6807011455277333
61,Zero-filled,,,,25.062319062218968,0.3218420980139145,0.6784988110003499
62,ISRSL0_wiener,0.077,0.3,5.0,36.04128243724476,0.1557729584636943,0.9270537099568673
62,ISRSL0_BM3D,0.077,0.3,5.0,36.530978107657425,0.13913316351544203,0.9179459788912724
62,SL0,0.077,0.3,5.0,32.7256081126456,0.16562652757138663,0.8348354878687929
62,Zero-filled,,,,32.80325456432353,0.16569581034399972,0.8342948079655941
63,ISRSL0_wiener,0.077,0.3,5.0,30.372297400581036,0.25499117700083324,0.8428113228671914
63,ISRSL0_BM3D,0.077,0.3,5.0,27.12913746923938,0.23655958001659033,0.7982699543933134
63,SL0,0.077,0.3,5.0,26.900811832917565,0.2593181049200536,0.7318241599828631
63,Zero-filled,,,,26.56800039922066,0.2594633443968919,0.7302201691977548
64,ISRSL0_wiener,0.077,0.3,5.0,32.47689111123461,0.25009100605122886,0.873383133890799
64,ISRSL0_BM3D,0.077,0.3,5.0,31.464033943290314,0.2305559215347342,0.8401250852181239
64,SL0,0.077,0.3,5.0,29.361532237952275,0.26052901946841045,0.7520067946122995
64,Zero-filled,,,,29.09907408638183,0.26061666183854887,0.7504596507532434
65,ISRSL0_wiener,0.077,0.3,5.0,25.508189129937975,0.37593904823987984,0.756055356288963
65,ISRSL0_BM3D,0.077,0.3,5.0,26.273313195230983,0.362136247411787,0.7293125486004977
65,SL0,0.077,0.3,5.0,25.276922694839087,0.37019769276498754,0.6813074670039209
65,Zero-filled,,,,23.697189634500283,0.37075253974799904,0.6735490953607962
66,ISRSL0_wiener,0.077,0.3,5.0,33.3125882262405,0.27789043720379986,0.8583384937602005
66,ISRSL0_BM3D,0.077,0.3,5.0,32.018612362623166,0.26243742723934493,0.8137482649831899
66,SL0,0.077,0.3,5.0,30.186158627527256,0.2737169520019134,0.7488499466288364
66,Zero-filled,,,,30.03823687810762,0.2737846551564923,0.7471333427463165
67,ISRSL0_wiener,0.077,0.3,5.0,31.163192604564674,0.2996509934081162,0.8215818667656254
67,ISRSL0_BM3D,0.077,0.3,5.0,30.224571567790022,0.2755947570688933,0.7699094333092606
67,SL0,0.077,0.3,5.0,28.615045657288242,0.2989700448738399,0.6947128703948208
67,Zero-filled,,,,28.50421602168221,0.2990241943207491,0.6933060247934307
68,ISRSL0_wiener,0.077,0.3,5.0,29.435720392248633,0.28578364134775774,0.8254754962555513
68,ISRSL0_BM3D,0.077,0.3,5.0,28.126159895958697,0.26302923979385423,0.7769410752997119
68,SL0,0.077,0.3,5.0,27.05766737699394,0.2860719019271445,0.6977326014300856
68,Zero-filled,,,,26.70060968427051,0.28617694628316886,0.6958266285025764
69,ISRSL0_wiener,0.077,0.3,5.0,31.550231087636504,0.3896897507644583,0.7439698655733188
69,ISRSL0_BM3D,0.077,0.3,5.0,29.74532695299807,0.3843012380417638,0.7015683223865544
69,SL0,0.077,0.3,5.0,27.854020848583367,0.39048750271662114,0.6570614611740201
69,Zero-filled,,,,26.31671572519446,0.3908184810575254,0.6504423988671131
70,ISRSL0_wiener,0.077,0.3,5.0,34.1452152029725,0.14187664673175168,0.930170360419802
70,ISRSL0_BM3D,0.077,0.3,5.0,33.99010536103362,0.1259003625015413,0.9300897818561367
70,SL0,0.077,0.3,5.0,30.774241318190935,0.14488918718078986,0.8583476379005124
70,Zero-filled,,,,30.44615634916212,0.14496291382437368,0.8571526070643889
71,ISRSL0_wiener,0.077,0.3,5.0,34.68611054775547,0.2414188748717034,0.8767901540175419
71,ISRSL0_BM3D,0.077,0.3,5.0,33.224096425839306,0.2225034472748876,0.8531313871563648
71,SL0,0.077,0.3,5.0,27.25430040883946,0.24931126285005314,0.7409494276775114
71,Zero-filled,,,,26.085774091755766,0.2496904308634588,0.732136164317399
72,ISRSL0_wiener,0.077,0.3,5.0,31.8834559374949,0.18893647910485273,0.8805898421075379
72,ISRSL0_BM3D,0.077,0.3,5.0,31.626640565819535,0.16700164348246221,0.8752838885286738
72,SL0,0.077,0.3,5.0,30.42118223504332,0.1865722398386696,0.8090864733932858
72,Zero-filled,,,,30.216125173839558,0.1866569117281101,0.8082224403570148
73,ISRSL0_wiener,0.077,0.3,5.0,35.66742372002745,0.20606088878188106,0.9032836146008778
73,ISRSL0_BM3D,0.077,0.3,5.0,35.511688149628895,0.1866434637524064,0.8938876958948742
73,SL0,0.077,0.3,5.0,32.45328589280348,0.20398551469867338,0.8130460205728973
73,Zero-filled,,,,32.2995791268966,0.2040250610185457,0.8118861503087961
74,ISRSL0_wiener,0.077,0.3,5.0,33.38138896648717,0.2879393035086192,0.8425884760748535
74,ISRSL0_BM3D,0.077,0.3,5.0,33.32197671680773,0.27633331312704756,0.8120956266316349
74,SL0,0.077,0.3,5.0,30.1854712490719,0.2948819344155219,0.7360295472816752
74,Zero-filled,,,,29.517574158411932,0.29498745845013347,0.7324032533139871
75,ISRSL0_wiener,0.077,0.3,5.0,33.72440460788921,0.27348279210621335,0.8706442899451752
