subject,method,lam_p,sigma_min,sigma_max,PSNR,HFEN,SSIM
0,ISRSL0_wiener,0.077,0.3,5.0,38.2325447023818,0.192575668187957,0.919689065727278
0,ISRSL0_BM3D,0.077,0.3,5.0,38.40931214315322,0.18420650522166795,0.9211696790079835
0,SL0,0.077,0.3,5.0,34.80828076570905,0.20541848595805243,0.8620224682773407
0,Zero-filled,,,,35.20486634094688,0.2054118383935324,0.8610599410847984
1,ISRSL0_wiener,0.077,0.3,5.0,29.217538453151604,0.5512069699939531,0.693072343612507
1,ISRSL0_BM3D,0.077,0.3,5.0,29.2114429756581,0.5641466581428175,0.6857702249023828
1,SL0,0.077,0.3,5.0,29.599679822065966,0.5361062444440597,0.7056976902344584
1,Zero-filled,,,,28.23180517725005,0.5363887338488292,0.706761407683365
2,ISRSL0_wiener,0.077,0.3,5.0,33.26381083609909,0.29677914616189677,0.8483921774952831
2,ISRSL0_BM3D,0.077,0.3,5.0,32.416911675357056,0.2971866724848127,0.8333232161952577
2,SL0,0.077,0.3,5.0,32.22085901270449,0.2999960826580727,0.7973590529945848
2,Zero-filled,,,,30.910966662349885,0.30023309738947435,0.7936716348355695
3,ISRSL0_wiener,0.077,0.3,5.0,34.00553882079522,0.3238603684790933,0.8314120299246707
3,ISRSL0_BM3D,0.077,0.3,5.0,33.691866319031675,0.32507812574964673,0.8218007513041262
3,SL0,0.077,0.3,5.0,32.79031731175288,0.3224414800568851,0.7987151751745538
3,Zero-filled,,,,32.085970732105686,0.32262805403830885,0.7970900112930281
4,ISRSL0_wiener,0.077,0.3,5.0,35.02241614402922,0.2509087364186101,0.8960072992953677
4,ISRSL0_BM3D,0.077,0.3,5.0,35.198698216989996,0.23802312917030327,0.8894645451979128
4,SL0,0.077,0.3,5.0,32.829522373015955,0.2613764752783971,0.8275357709092669
4,Zero-filled,,,,32.403010984800524,0.2614439043782707,0.8263831740233737
5,ISRSL0_wiener,0.077,0.3,5.0,36.758749625486196,0.17127690403873325,0.9333287624090607
5,ISRSL0_BM3D,0.077,0.3,5.0,35.953620915271664,0.16013563777276435,0.9253600878282838
5,SL0,0.077,0.3,5.0,33.458885919593875,0.18784498116482715,0.8671638457030106
5,Zero-filled,,,,33.518168764799256,0.18801569902642498,0.8666726585223898
6,ISRSL0_wiener,0.077,0.3,5.0,35.006851793490256,0.24698320891401554,0.8964511927583327
6,ISRSL0_BM3D,0.077,0.3,5.0,35.12971674521309,0.22916747033092674,0.8970265555554574
6,SL0,0.077,0.3,5.0,32.822883814114306,0.2536007418135321,0.8348950035499877
6,Zero-filled,,,,32.8413629768079,0.25363474112193407,0.8344245934573352
7,ISRSL0_wiener,0.077,0.3,5.0,32.21811386525976,0.1330680773631041,0.9456430145872258
7,ISRSL0_BM3D,0.077,0.3,5.0,34.32259127575047,0.11711508053534866,0.9479845262981959
7,SL0,0.077,0.3,5.0,22.953311264018165,0.15430680582195927,0.8472956680815356
7,Zero-filled,,,,22.68994160117647,0.15462331042602395,0.8445130928411527
8,ISRSL0_wiener,0.077,0.3,5.0,29.253139746692284,0.21716301851830808,0.9134258565062594
8,ISRSL0_BM3D,0.077,0.3,5.0,30.894169841346265,0.19956907069456853,0.9244896181859015
8,SL0,0.077,0.3,5.0,27.68656117603362,0.22843604385215943,0.8583305561641655
8,Zero-filled,,,,27.120714559178115,0.2286083806676501,0.8560222256281711
9,ISRSL0_wiener,0.077,0.3,5.0,35.4770672132798,0.20437091449125053,0.9230290047575331
9,ISRSL0_BM3D,0.077,0.3,5.0,28.742316196640985,0.20138279390186675,0.8757552366585195
